0,0119986
0,0155545
0,0175849
0,0188549
0,0196751
0,0202059
0,020541
0,0207393
0,0208396
0,0208685
0,0208449
0,0207821
0,0206903
0,0205767
0,0204469
0,0203053
0,020155
0,0199986
0,0198381
0,0196751
0,0195106
0,0193457
0,019181
0,0190173
0,0188549
0,0186942
0,0185354
0,0183788
0,0182245
0,0180727
0,0179234
0,0177766
0,0176324
0,0174908
0,0173518
0,0172153
0,0170815
0,0169501
0,0168213
0,0166948
0,0165708
0,0164492
0,0163298
0,0162127
0,0160978
0,015985
0,0158744
0,0157658
0,0156592
0,0155545
0,0154517
0,0153508
0,0152517
0,0151544
0,0150588
0,0149648
0,0148725
0,0147818
0,0146926
0,0146049
0,0145187
0,014434
0,0143506
0,0142686
0,0141879
0,0141085
0,0140304
0,0139535
0,0138778
0,0138032
0,0137299
0,0136576
0,0135864
0,0135163
0,0134473
0,0133792
0,0133122
0,0132461
0,0131809
0,0131167
0,0130534
0,012991
0,0129294
0,0128687
0,0128088
0,0127497
0,0126914
0,0126339
0,0125771
0,0125211
0,0124658
0,0124113
0,0123574
0,0123042
0,0122517
0,0121998
0,0121485
0,0120979
0,012048
0,0119986
